timestamp,long_flux,short_flux
2025-07-22 04:08:00,1.2935352060594596e-06,9.999999717180685e-10
2025-07-22 04:09:00,1.2948285075253807e-06,9.999999717180685e-10
2025-07-22 04:10:00,1.2930846651215688e-06,9.999999717180685e-10
2025-07-22 04:11:00,1.2845127912441967e-06,9.999999717180685e-10
2025-07-22 04:12:00,1.2787096466126968e-06,9.999999717180685e-10
2025-07-22 04:13:00,1.2743865909214946e-06,9.999999717180685e-10
2025-07-22 04:14:00,1.2684118928518728e-06,9.999999717180685e-10
2025-07-22 04:15:00,1.2712703210127074e-06,9.999999717180685e-10
2025-07-22 04:16:00,1.2660992751989397e-06,9.999999717180685e-10
2025-07-22 04:17:00,1.2632182233573985e-06,9.999999717180685e-10
2025-07-22 04:18:00,1.2643540685530752e-06,9.999999717180685e-10
2025-07-22 04:19:00,1.2607667940756073e-06,9.999999717180685e-10
2025-07-22 04:20:00,1.2579606618601247e-06,9.999999717180685e-10
2025-07-22 04:21:00,1.2572486411954742e-06,9.999999717180685e-10
2025-07-22 04:22:00,1.2569595355671481e-06,9.999999717180685e-10
2025-07-22 04:23:00,1.2546478274089168e-06,9.999999717180685e-10
2025-07-22 04:24:00,1.2547599226309103e-06,9.999999717180685e-10
2025-07-22 04:25:00,1.2491536836023442e-06,9.999999717180685e-10
2025-07-22 04:26:00,1.243320866706199e-06,9.999999717180685e-10
2025-07-22 04:27:00,1.2477537438826403e-06,9.999999717180685e-10
2025-07-22 04:28:00,1.2487315643738839e-06,9.999999717180685e-10
2025-07-22 04:29:00,1.2477211157602142e-06,9.999999717180685e-10
2025-07-22 04:30:00,1.2480504665290937e-06,9.999999717180685e-10
2025-07-22 04:31:00,1.2563714335556142e-06,9.999999717180685e-10
2025-07-22 04:32:00,1.2658753121286281e-06,9.999999717180685e-10
2025-07-22 04:33:00,1.2570760645758128e-06,9.999999717180685e-10
2025-07-22 04:34:00,1.2542155900518992e-06,9.999999717180685e-10
2025-07-22 04:35:00,1.2766946611009189e-06,9.999999717180685e-10
2025-07-22 04:36:00,1.2711319641312002e-06,2.489173311914783e-09
2025-07-22 04:37:00,1.2682523902185494e-06,1.8930859102539443e-09
2025-07-22 04:38:00,1.2920266954097315e-06,9.999999717180685e-10
2025-07-22 04:39:00,1.3373156662055408e-06,6.60227694737614e-09
2025-07-22 04:40:00,1.3829569525114493e-06,1.1868076299492714e-08
2025-07-22 04:41:00,1.4037756272955448e-06,8.987243838021186e-09
2025-07-22 04:42:00,1.4159569445837406e-06,7.516403499607804e-09
2025-07-22 04:43:00,1.4128493148746202e-06,8.062155387733583e-09
2025-07-22 04:44:00,1.4054469374968903e-06,5.328739227650203e-09
2025-07-22 04:45:00,1.3926705833000597e-06,3.8305763006007965e-09
2025-07-22 04:46:00,1.3839589882991277e-06,2.351244088316662e-09
2025-07-22 04:47:00,1.379691298097896e-06,3.809726312198336e-09
2025-07-22 04:48:00,1.367168238175509e-06,3.973690709813127e-09
2025-07-22 04:49:00,1.352726258119219e-06,3.1115825471772496e-09
2025-07-22 04:50:00,1.338250740445801e-06,2.7975186611683966e-09
2025-07-22 04:51:00,1.324637764810177e-06,3.0655047389416268e-09
2025-07-22 04:52:00,1.3136509551259223e-06,1.6919792233949238e-09
2025-07-22 04:53:00,1.3011281225772109e-06,9.999999717180685e-10
2025-07-22 04:54:00,1.2900454748887569e-06,9.999999717180685e-10
2025-07-22 04:55:00,1.280131186831568e-06,1.221842516052618e-09
2025-07-22 04:56:00,1.2695498980974662e-06,2.804875220974168e-09
2025-07-22 04:57:00,1.2585466038217419e-06,4.866127500946504e-09
2025-07-22 04:58:00,1.251816001968109e-06,7.2771908499191795e-09
2025-07-22 04:59:00,1.2459714753276785e-06,3.4394642689505872e-09
2025-07-22 05:00:00,1.2390991059874068e-06,9.999999717180685e-10
2025-07-22 05:01:00,1.2346957873887732e-06,3.059059228149863e-09
2025-07-22 05:02:00,1.2310940746829147e-06,3.3838727375723465e-09
2025-07-22 05:03:00,1.2258573178769439e-06,9.999999717180685e-10
2025-07-22 05:04:00,1.2217461744512548e-06,2.062444659500784e-09
2025-07-22 05:05:00,1.2135672022850486e-06,4.418414079054855e-09
2025-07-22 05:06:00,1.207813738801633e-06,3.126899628114188e-09
2025-07-22 05:07:00,1.2057597587045166e-06,2.3763668810516947e-09
2025-07-22 05:08:00,1.2014435242235777e-06,5.865346430766749e-09
2025-07-22 05:09:00,1.198453674078337e-06,5.365339283969206e-09
2025-07-22 05:10:00,1.191204887618369e-06,2.7834266003168295e-09
2025-07-22 05:11:00,1.1829113191197393e-06,1.0004785888639844e-09
2025-07-22 05:12:00,1.1806781685663736e-06,9.999999717180685e-10
2025-07-22 05:13:00,1.1749106079150806e-06,9.999999717180685e-10
2025-07-22 05:14:00,1.171131657429214e-06,9.999999717180685e-10
2025-07-22 05:15:00,1.1688089216477238e-06,9.999999717180685e-10
2025-07-22 05:16:00,1.1624706530710682e-06,9.999999717180685e-10
2025-07-22 05:17:00,1.1593264162002015e-06,9.999999717180685e-10
2025-07-22 05:18:00,1.156731741502881e-06,9.999999717180685e-10
2025-07-22 05:19:00,1.1497121477077599e-06,9.999999717180685e-10
2025-07-22 05:20:00,1.1468246157164685e-06,9.999999717180685e-10
2025-07-22 05:21:00,1.1525540912771248e-06,9.999999717180685e-10
2025-07-22 05:22:00,1.1661119287964539e-06,9.999999717180685e-10
2025-07-22 05:23:00,1.1795070804510033e-06,1.7617605152508986e-09
2025-07-22 05:24:00,1.1894306908288854e-06,9.999999717180685e-10
2025-07-22 05:25:00,1.20652202895144e-06,1.131957305666731e-09
2025-07-22 05:26:00,1.2060783092238125e-06,9.999999717180685e-10
2025-07-22 05:27:00,1.2092075394321e-06,9.999999717180685e-10
2025-07-22 05:28:00,1.2066119552400778e-06,9.999999717180685e-10
2025-07-22 05:29:00,1.1963751376242726e-06,1.1924353726655568e-09
2025-07-22 05:30:00,1.1896868272742722e-06,9.999999717180685e-10
2025-07-22 05:31:00,1.1914873994101072e-06,9.999999717180685e-10
2025-07-22 05:32:00,1.1880509873662959e-06,2.390842857025177e-09
2025-07-22 05:33:00,1.177694002763019e-06,1.4702135064936783e-09
2025-07-22 05:34:00,1.1749033319574664e-06,9.999999717180685e-10
2025-07-22 05:35:00,1.1700840332196094e-06,9.999999717180685e-10
2025-07-22 05:36:00,1.1640056527539855e-06,9.999999717180685e-10
2025-07-22 05:37:00,1.1525989975780249e-06,9.999999717180685e-10
2025-07-22 05:38:00,1.148598016698088e-06,9.999999717180685e-10
2025-07-22 05:39:00,1.1405990107959951e-06,9.999999717180685e-10
2025-07-22 05:40:00,1.1336950365148368e-06,9.999999717180685e-10
2025-07-22 05:41:00,1.1286730341453222e-06,9.999999717180685e-10
2025-07-22 05:42:00,1.1250513125560246e-06,9.999999717180685e-10
2025-07-22 05:43:00,1.1302281563985161e-06,9.999999717180685e-10
2025-07-22 05:44:00,1.1432199471528293e-06,9.999999717180685e-10
2025-07-22 05:45:00,1.1592035207286244e-06,9.999999717180685e-10
2025-07-22 05:46:00,1.1783721447500284e-06,2.362812390188651e-09
2025-07-22 05:47:00,1.1921565601369366e-06,3.8294505344538265e-09
2025-07-22 05:48:00,1.202808221023588e-06,6.1988414401525915e-09
2025-07-22 05:49:00,1.2067700936313486e-06,4.098398509455592e-09
2025-07-22 05:50:00,1.2125356079195626e-06,3.2834610586007784e-09
2025-07-22 05:51:00,1.2144947731940192e-06,3.82419873545814e-09
2025-07-22 05:52:00,1.2051624480591272e-06,1.867031862445856e-09
2025-07-22 05:53:00,1.1871193237311672e-06,9.999999717180685e-10
2025-07-22 05:54:00,1.1788747542595956e-06,9.999999717180685e-10
2025-07-22 05:55:00,1.173304667645425e-06,2.2816166733719e-09
2025-07-22 05:56:00,1.1644418691503233e-06,9.999999717180685e-10
2025-07-22 05:57:00,1.1568311037990497e-06,9.999999717180685e-10
2025-07-22 05:58:00,1.1439229865572997e-06,9.999999717180685e-10
2025-07-22 05:59:00,1.134148305936833e-06,9.999999717180685e-10
2025-07-22 06:00:00,1.1342735888320021e-06,9.999999717180685e-10
2025-07-22 06:01:00,1.1309246019663988e-06,9.999999717180685e-10
2025-07-22 06:02:00,1.1253620186835178e-06,9.999999717180685e-10
2025-07-22 06:03:00,1.119827970796905e-06,9.999999717180685e-10
2025-07-22 06:04:00,1.1220814712942229e-06,9.999999717180685e-10
2025-07-22 06:05:00,1.1250580200794502e-06,9.999999717180685e-10
2025-07-22 06:06:00,1.1263443866482703e-06,9.999999717180685e-10
2025-07-22 06:07:00,1.1263123269600328e-06,9.999999717180685e-10
2025-07-22 06:08:00,1.1230146128582419e-06,9.999999717180685e-10
2025-07-22 06:09:00,1.1229191159145557e-06,9.999999717180685e-10
2025-07-22 06:10:00,1.1183137758052908e-06,9.999999717180685e-10
2025-07-22 06:11:00,1.112943436964997e-06,9.999999717180685e-10
2025-07-22 06:12:00,1.1149392094012e-06,9.999999717180685e-10
2025-07-22 06:13:00,1.1153904324601172e-06,9.999999717180685e-10
2025-07-22 06:14:00,1.123369429478771e-06,1.1737458782690169e-09
2025-07-22 06:15:00,1.1250402849327656e-06,1.816578332203278e-09
2025-07-22 06:16:00,1.1183050219187862e-06,9.999999717180685e-10
2025-07-22 06:17:00,1.1066410934290616e-06,9.999999717180685e-10
2025-07-22 06:18:00,1.0980307934005396e-06,9.999999717180685e-10
2025-07-22 06:19:00,1.090308501261461e-06,9.999999717180685e-10
2025-07-22 06:20:00,1.0857917231987813e-06,9.999999717180685e-10
2025-07-22 06:21:00,1.088055455511494e-06,1.5633258021452434e-09
2025-07-22 06:22:00,1.0828223366843304e-06,1.0000799077758415e-09
2025-07-22 06:23:00,1.0818706641657627e-06,9.999999717180685e-10
2025-07-22 06:24:00,1.0762425972643541e-06,9.999999717180685e-10
2025-07-22 06:25:00,1.073889961844543e-06,9.999999717180685e-10
2025-07-22 06:26:00,1.0689043392630992e-06,9.999999717180685e-10
2025-07-22 06:27:00,1.0705139175115619e-06,9.999999717180685e-10
2025-07-22 06:28:00,1.0699401400415809e-06,1.266237670272119e-09
2025-07-22 06:29:00,1.0694710681491415e-06,9.999999717180685e-10
2025-07-22 06:30:00,1.0673736596800154e-06,9.999999717180685e-10
2025-07-22 06:31:00,1.06555614820536e-06,1.0918685955374485e-09
2025-07-22 06:32:00,1.06194602267351e-06,9.999999717180685e-10
2025-07-22 06:33:00,1.0612335472615086e-06,9.999999717180685e-10
2025-07-22 06:34:00,1.0593655588309048e-06,9.999999717180685e-10
2025-07-22 06:35:00,1.0588122449917137e-06,9.999999717180685e-10
2025-07-22 06:36:00,1.0582327831798466e-06,9.999999717180685e-10
2025-07-22 06:37:00,1.0558964049778297e-06,9.999999717180685e-10
2025-07-22 06:38:00,1.061373041011393e-06,9.999999717180685e-10
2025-07-22 06:39:00,1.0724024832597934e-06,9.999999717180685e-10
2025-07-22 06:40:00,1.080088395610801e-06,1.2475120936272788e-09
2025-07-22 06:41:00,1.0856800827241386e-06,9.999999717180685e-10
2025-07-22 06:42:00,1.1048806527469424e-06,2.809672938752783e-09
2025-07-22 06:43:00,1.13081625841005e-06,5.498125954517263e-09
2025-07-22 06:44:00,1.1558258847799152e-06,5.351054710445169e-09
2025-07-22 06:45:00,1.1789553582275403e-06,5.43318368073642e-09
2025-07-22 06:46:00,1.209876927532605e-06,7.107983535092899e-09
2025-07-22 06:47:00,1.2328521279414417e-06,1.0992809329479769e-08
2025-07-22 06:48:00,1.233167722602957e-06,7.353017306144238e-09
2025-07-22 06:49:00,1.217126509800437e-06,4.868003333768911e-09
2025-07-22 06:50:00,1.1878229315698263e-06,2.873296045535767e-09
2025-07-22 06:51:00,1.1668057595670689e-06,1.5611729686781928e-09
2025-07-22 06:52:00,1.1546195537448511e-06,9.999999717180685e-10
2025-07-22 06:53:00,1.1466497653600527e-06,9.999999717180685e-10
2025-07-22 06:54:00,1.13745170438051e-06,9.999999717180685e-10
2025-07-22 06:55:00,1.1260282235525665e-06,9.999999717180685e-10
2025-07-22 06:56:00,1.1224720992686343e-06,9.999999717180685e-10
