timestamp,long_flux,short_flux,goes_class
2025-07-28 04:50:00,1.4677201515504019e-06,2.9933170812686604e-08,C
2025-07-28 04:51:00,1.464837051482063e-06,2.797983647323623e-08,C
2025-07-28 04:52:00,1.4812383421828643e-06,2.7976062705053038e-08,C
2025-07-28 04:53:00,1.4970355271200744e-06,3.004007375819885e-08,C
2025-07-28 04:54:00,1.5023345638122113e-06,3.037017307220225e-08,C
2025-07-28 04:55:00,1.4951090924725697e-06,2.9262592305574194e-08,C
2025-07-28 04:56:00,1.4776975190290584e-06,2.658846540387525e-08,C
2025-07-28 04:57:00,1.4565042498421075e-06,2.5941556589562416e-08,C
2025-07-28 04:58:00,1.4362097645658413e-06,2.3661608568656265e-08,C
2025-07-28 04:59:00,1.4362188036012994e-06,2.4178585487125466e-08,C
2025-07-28 05:00:00,1.4451869916586876e-06,2.511137445887217e-08,C
2025-07-28 05:01:00,1.470673155977909e-06,2.7892916921534362e-08,C
2025-07-28 05:02:00,1.5205163991282223e-06,3.570667524132607e-08,C
2025-07-28 05:03:00,1.6052050773769074e-06,4.33795769724298e-08,C
2025-07-28 05:04:00,1.7058656418217264e-06,5.2672622984562355e-08,C
2025-07-28 05:05:00,1.8048108470748793e-06,6.076948576408347e-08,C
2025-07-28 05:06:00,1.8855922391713782e-06,6.905663893542729e-08,C
2025-07-28 05:07:00,1.931382160767155e-06,7.437762458387803e-08,C
2025-07-28 05:08:00,1.9495556838979818e-06,7.469578197502101e-08,C
2025-07-28 05:09:00,1.9837649330436194e-06,7.604250384929401e-08,C
2025-07-28 05:10:00,2.0026126824885696e-06,7.610818711868217e-08,C
2025-07-28 05:11:00,1.9990838094987547e-06,7.55426319677017e-08,C
2025-07-28 05:12:00,1.9721981098867768e-06,7.092871153073157e-08,C
2025-07-28 05:13:00,1.924252115549891e-06,6.776418319008535e-08,C
2025-07-28 05:14:00,1.8950645705787836e-06,6.141224115033944e-08,C
2025-07-28 05:15:00,1.8625797681169552e-06,5.5419539150858836e-08,C
2025-07-28 05:16:00,1.830085607923779e-06,5.120882533316542e-08,C
2025-07-28 05:17:00,1.791681672300195e-06,4.663960621716431e-08,C
2025-07-28 05:18:00,1.7495838910392314e-06,4.348436236954677e-08,C
2025-07-28 05:19:00,1.7072745423007053e-06,3.897467747445031e-08,C
2025-07-28 05:20:00,1.6686590802013688e-06,3.5494652696085915e-08,C
2025-07-28 05:21:00,1.6219451772187433e-06,3.241208093175571e-08,C
2025-07-28 05:22:00,1.5827639367298766e-06,2.8479161076758686e-08,C
2025-07-28 05:23:00,1.5486113725870144e-06,2.8241491797237613e-08,C
2025-07-28 05:24:00,1.5202855216617148e-06,2.629130711318712e-08,C
2025-07-28 05:25:00,1.4931849967919722e-06,2.4671656149749076e-08,C
2025-07-28 05:26:00,1.4676792373348526e-06,2.3465396039735906e-08,C
2025-07-28 05:27:00,1.444750523660332e-06,2.318957064260508e-08,C
2025-07-28 05:28:00,1.4264022918157069e-06,2.1029314176180795e-08,C
2025-07-28 05:29:00,1.4109740206669037e-06,2.1205525599593453e-08,C
2025-07-28 05:30:00,1.4007724031052633e-06,1.996146742071601e-08,C
2025-07-28 05:31:00,1.38400618511025e-06,2.01056106080839e-08,C
2025-07-28 05:32:00,1.370179666455293e-06,1.7954703984963573e-08,C
2025-07-28 05:33:00,1.3516806504531948e-06,1.760603694527896e-08,C
2025-07-28 05:34:00,1.3372605634999e-06,1.6653053360701457e-08,C
2025-07-28 05:35:00,1.318942646902855e-06,1.8129990184908263e-08,C
2025-07-28 05:36:00,1.2970588643644883e-06,1.5213046691239478e-08,C
2025-07-28 05:37:00,1.2785092875391024e-06,1.7264048067260994e-08,C
2025-07-28 05:38:00,1.258037916725653e-06,1.4821941151663906e-08,C
2025-07-28 05:39:00,1.2413711281206801e-06,1.463767037088034e-08,C
2025-07-28 05:40:00,1.2318230794156333e-06,1.3622899716306941e-08,C
2025-07-28 05:41:00,1.2295477007250694e-06,1.4089251401262657e-08,C
2025-07-28 05:42:00,1.2179984393890767e-06,1.3038868908984662e-08,C
2025-07-28 05:43:00,1.2070500856754704e-06,1.4266907009155878e-08,C
2025-07-28 05:44:00,1.1959859223485988e-06,1.3853610062398513e-08,C
2025-07-28 05:45:00,1.1919431960345943e-06,1.3678761418638185e-08,C
2025-07-28 05:46:00,1.182426340388612e-06,1.4663987363181566e-08,C
2025-07-28 05:47:00,1.1796728954993983e-06,1.2568639872037556e-08,C
2025-07-28 05:48:00,1.1806741447978057e-06,1.52844152034324e-08,C
2025-07-28 05:49:00,1.1843458177743922e-06,1.6609079428737574e-08,C
2025-07-28 05:50:00,1.1794647013525943e-06,1.5995059302554647e-08,C
2025-07-28 05:51:00,1.171827812256987e-06,1.6814300006973514e-08,C
2025-07-28 05:52:00,1.1643107434971826e-06,1.4447721632903106e-08,C
2025-07-28 05:53:00,1.1550231755656986e-06,1.53225905724914e-08,C
2025-07-28 05:54:00,1.1460091344383355e-06,1.6104887878660785e-08,C
2025-07-28 05:55:00,1.1387617699956984e-06,1.5750770229067397e-08,C
2025-07-28 05:56:00,1.1284405128789645e-06,1.6827965232573055e-08,C
2025-07-28 05:57:00,1.1177913829222414e-06,1.5617869986343995e-08,C
2025-07-28 05:58:00,1.1050220251252272e-06,1.4062021352445791e-08,C
2025-07-28 05:59:00,1.0980410177610599e-06,1.2973418934764751e-08,C
2025-07-28 06:00:00,1.0897153299351959e-06,1.2290830402619573e-08,C
2025-07-28 06:01:00,1.1042973386286232e-06,1.3053744089307139e-08,C
2025-07-28 06:02:00,1.1093135727889125e-06,1.5183604401103517e-08,C
2025-07-28 06:03:00,1.094504825948102e-06,1.276352746626044e-08,C
