timestamp,long_flux_pred,goes_class_pred
2025-08-02 00:00:00,1.291737e-06,C
2025-08-02 00:01:00,1.3012531e-06,C
2025-08-02 00:02:00,1.3158111e-06,C
2025-08-02 00:03:00,1.331438e-06,C
2025-08-02 00:04:00,1.3375936e-06,C
2025-08-02 00:05:00,1.339972e-06,C
2025-08-02 00:06:00,1.3595501e-06,C
2025-08-02 00:07:00,1.3748268e-06,C
2025-08-02 00:08:00,1.3687253e-06,C
2025-08-02 00:09:00,1.363272e-06,C
2025-08-02 00:10:00,1.3590545e-06,C
2025-08-02 00:11:00,1.3509479e-06,C
2025-08-02 00:12:00,1.3599665e-06,C
2025-08-02 00:13:00,1.3447473e-06,C
2025-08-02 00:14:00,1.3469771e-06,C
2025-08-02 00:15:00,1.3642018e-06,C
2025-08-02 00:16:00,1.3927165e-06,C
2025-08-02 00:17:00,1.3829567e-06,C
2025-08-02 00:18:00,1.3833652e-06,C
2025-08-02 00:19:00,1.3704862e-06,C
2025-08-02 00:20:00,1.3846538e-06,C
2025-08-02 00:21:00,1.3586935e-06,C
2025-08-02 00:22:00,1.3722419e-06,C
2025-08-02 00:23:00,1.3530603e-06,C
2025-08-02 00:24:00,1.3424341e-06,C
2025-08-02 00:25:00,1.3608792e-06,C
2025-08-02 00:26:00,1.3648356e-06,C
2025-08-02 00:27:00,1.3444815e-06,C
2025-08-02 00:28:00,1.3435001e-06,C
2025-08-02 00:29:00,1.3472388e-06,C
2025-08-02 00:30:00,1.3560942e-06,C
2025-08-02 00:31:00,1.3675912e-06,C
2025-08-02 00:32:00,1.3871204e-06,C
2025-08-02 00:33:00,1.3766635e-06,C
2025-08-02 00:34:00,1.3753763e-06,C
2025-08-02 00:35:00,1.3698108e-06,C
2025-08-02 00:36:00,1.3822144e-06,C
2025-08-02 00:37:00,1.4027038e-06,C
2025-08-02 00:38:00,1.4174582e-06,C
2025-08-02 00:39:00,1.4461917e-06,C
2025-08-02 00:40:00,1.4770833e-06,C
2025-08-02 00:41:00,1.4746802e-06,C
2025-08-02 00:42:00,1.4627968e-06,C
2025-08-02 00:43:00,1.4926494e-06,C
2025-08-02 00:44:00,1.4757362e-06,C
2025-08-02 00:45:00,1.4599184e-06,C
2025-08-02 00:46:00,1.4355559e-06,C
2025-08-02 00:47:00,1.4161764e-06,C
2025-08-02 00:48:00,1.3931539e-06,C
2025-08-02 00:49:00,1.3501619e-06,C
2025-08-02 00:50:00,1.356136e-06,C
2025-08-02 00:51:00,1.3619061e-06,C
2025-08-02 00:52:00,1.3368683e-06,C
2025-08-02 00:53:00,1.3281544e-06,C
2025-08-02 00:54:00,1.3083057e-06,C
2025-08-02 00:55:00,1.306507e-06,C
2025-08-02 00:56:00,1.3082482e-06,C
2025-08-02 00:57:00,1.2827102e-06,C
2025-08-02 00:58:00,1.2823441e-06,C
2025-08-02 00:59:00,1.2797083e-06,C
2025-08-02 01:00:00,1.2446793e-06,C
2025-08-02 01:01:00,1.2206623e-06,C
2025-08-02 01:02:00,1.2112913e-06,C
2025-08-02 01:03:00,1.196231e-06,C
2025-08-02 01:04:00,1.2049112e-06,C
2025-08-02 01:05:00,1.2091919e-06,C
2025-08-02 01:06:00,1.2139102e-06,C
2025-08-02 01:07:00,1.2401124e-06,C
2025-08-02 01:08:00,1.2434814e-06,C
2025-08-02 01:09:00,1.2567431e-06,C
2025-08-02 01:10:00,1.2842999e-06,C
2025-08-02 01:11:00,1.2952976e-06,C
2025-08-02 01:12:00,1.3015859e-06,C
2025-08-02 01:13:00,1.3065644e-06,C
2025-08-02 01:14:00,1.3030959e-06,C
2025-08-02 01:15:00,1.3359497e-06,C
2025-08-02 01:16:00,1.3495707e-06,C
2025-08-02 01:17:00,1.3638575e-06,C
2025-08-02 01:18:00,1.3703177e-06,C
2025-08-02 01:19:00,1.3739303e-06,C
2025-08-02 01:20:00,1.4112356e-06,C
2025-08-02 01:21:00,1.4139374e-06,C
2025-08-02 01:22:00,1.45483e-06,C
2025-08-02 01:23:00,1.4531346e-06,C
2025-08-02 01:24:00,1.4656537e-06,C
2025-08-02 01:25:00,1.4764217e-06,C
2025-08-02 01:26:00,1.4926871e-06,C
2025-08-02 01:27:00,1.488298e-06,C
2025-08-02 01:28:00,1.4756001e-06,C
2025-08-02 01:29:00,1.4860415e-06,C
2025-08-02 01:30:00,1.509914e-06,C
2025-08-02 01:31:00,1.5251093e-06,C
2025-08-02 01:32:00,1.5580578e-06,C
2025-08-02 01:33:00,1.5480891e-06,C
2025-08-02 01:34:00,1.5088302e-06,C
2025-08-02 01:35:00,1.4997939e-06,C
2025-08-02 01:36:00,1.4939267e-06,C
2025-08-02 01:37:00,1.4720417e-06,C
2025-08-02 01:38:00,1.4767395e-06,C
2025-08-02 01:39:00,1.5076478e-06,C
2025-08-02 01:40:00,1.52713e-06,C
2025-08-02 01:41:00,1.52452e-06,C
2025-08-02 01:42:00,1.5211208e-06,C
2025-08-02 01:43:00,1.5236465e-06,C
2025-08-02 01:44:00,1.4998549e-06,C
2025-08-02 01:45:00,1.4809531e-06,C
2025-08-02 01:46:00,1.4949522e-06,C
2025-08-02 01:47:00,1.5059024e-06,C
2025-08-02 01:48:00,1.5028336e-06,C
2025-08-02 01:49:00,1.4821486e-06,C
2025-08-02 01:50:00,1.5115445e-06,C
2025-08-02 01:51:00,1.5312302e-06,C
2025-08-02 01:52:00,1.5142904e-06,C
2025-08-02 01:53:00,1.5164184e-06,C
2025-08-02 01:54:00,1.4909034e-06,C
2025-08-02 01:55:00,1.4935937e-06,C
2025-08-02 01:56:00,1.5198738e-06,C
2025-08-02 01:57:00,1.5307932e-06,C
